hm	hc	α	c	v	z	pc	ζ	obj	status
5.0	2.0	0.15	2.0	0.2	0.5800076488625642	9.521584671872093	-2.482289321314432e-9	26.389224504290958	LOCALLY_SOLVED
3.0	1.0	0.05	0.5	0.3	0.951117189234669	8.632835514752434	-2.4799591803547185e-9	38.045054799049296	LOCALLY_SOLVED
3.5	1.0	0.05	0.5	0.3	0.9510423930682771	8.645333990150734	-2.479972171205857e-9	37.92540602775378	LOCALLY_SOLVED
4.0	1.0	0.05	0.5	0.3	0.9509673676159551	8.657832458533646	-2.4799852636823142e-9	37.80594477937986	LOCALLY_SOLVED
4.5	1.0	0.05	0.5	0.3	0.9508921118215188	8.670330919858054	-2.4799984584532466e-9	37.68667105403307	LOCALLY_SOLVED
5.0	1.0	0.05	0.5	0.3	0.9508166246222843	8.682829374080512	-2.480011756193739e-9	37.56758485181962	LOCALLY_SOLVED
3.0	1.5	0.05	0.5	0.3	0.9510423930682771	8.620333990150735	-2.479972171205857e-9	37.92540602775379	LOCALLY_SOLVED
3.5	1.5	0.05	0.5	0.3	0.9509673676159551	8.632832458533645	-2.4799852636823142e-9	37.80594477937986	LOCALLY_SOLVED
4.0	1.5	0.05	0.5	0.3	0.9508921118215189	8.645330919858052	-2.4799984584532466e-9	37.686671054033084	LOCALLY_SOLVED
4.5	1.5	0.05	0.5	0.3	0.9508166246222843	8.657829374080512	-2.480011756193739e-9	37.56758485181962	LOCALLY_SOLVED
5.0	1.5	0.05	0.5	0.3	0.9507409049490196	8.670327821157242	-2.48002515757803e-9	37.44868617284639	LOCALLY_SOLVED
3.0	2.0	0.05	0.5	0.3	0.9509673676159552	8.607832458533645	-2.4799852636823142e-9	37.80594477937986	LOCALLY_SOLVED
3.5	2.0	0.05	0.5	0.3	0.9508921118215189	8.620330919858054	-2.4799984584532466e-9	37.68667105403308	LOCALLY_SOLVED
4.0	2.0	0.05	0.5	0.3	0.9508166246222843	8.632829374080513	-2.480011756193739e-9	37.56758485181962	LOCALLY_SOLVED
4.5	2.0	0.05	0.5	0.3	0.9507409049490196	8.645327821157242	-2.480025157578877e-9	37.44868617284639	LOCALLY_SOLVED
5.0	2.0	0.05	0.5	0.3	0.9506649517258926	8.657826261044125	-2.480038663287134e-9	37.32997501722087	LOCALLY_SOLVED
3.0	1.0	0.1	0.5	0.3	0.9505123402934191	8.68282311907016	-2.4800659903911334e-9	37.093115276446355	LOCALLY_SOLVED
3.5	1.0	0.1	0.5	0.3	0.950358781584266	8.707819947798793	-2.4800937429724876e-9	36.85700563036962	LOCALLY_SOLVED
4.0	1.0	0.1	0.5	0.3	0.950204266748928	8.73281674686458	-2.480121926520817e-9	36.62164607987505	LOCALLY_SOLVED
4.5	1.0	0.1	0.5	0.3	0.9500487868272892	8.757813515896371	-2.480150546554542e-9	36.38703662585808	LOCALLY_SOLVED
5.0	1.0	0.1	0.5	0.3	0.9498923327468899	8.782810254517178	-2.480179608614951e-9	36.15317726922539	LOCALLY_SOLVED
3.0	1.5	0.1	0.5	0.3	0.950358781584266	8.657819947798792	-2.4800937429724876e-9	36.85700563036961	LOCALLY_SOLVED
3.5	1.5	0.1	0.5	0.3	0.950204266748928	8.682816746864582	-2.480121926521664e-9	36.62164607987505	LOCALLY_SOLVED
4.0	1.5	0.1	0.5	0.3	0.9500487868272892	8.70781351589637	-2.480150546554542e-9	36.38703662585807	LOCALLY_SOLVED
4.5	1.5	0.1	0.5	0.3	0.9498923327468899	8.732810254517178	-2.480179608614104e-9	36.15317726922538	LOCALLY_SOLVED
5.0	1.5	0.1	0.5	0.3	0.9497348953211592	8.757806962344091	-2.48020911825604e-9	35.920068010894994	LOCALLY_SOLVED
3.0	2.0	0.1	0.5	0.3	0.950204266748928	8.632816746864583	-2.480121926521664e-9	36.62164607987505	LOCALLY_SOLVED
3.5	2.0	0.1	0.5	0.3	0.9500487868272892	8.65781351589637	-2.480150546556236e-9	36.38703662585808	LOCALLY_SOLVED
4.0	2.0	0.1	0.5	0.3	0.9498923327468899	8.682810254517177	-2.480179608614951e-9	36.15317726922538	LOCALLY_SOLVED
4.5	2.0	0.1	0.5	0.3	0.9497348953211592	8.70780696234409	-2.480209118256887e-9	35.920068010894994	LOCALLY_SOLVED
5.0	2.0	0.1	0.5	0.3	0.9495764652476145	8.732803638988141	-2.4802390810538266e-9	35.687708851796565	LOCALLY_SOLVED
3.0	1.0	0.15	0.5	0.3	0.9498923327468899	8.732810254517178	-2.480179608614104e-9	36.15317726922538	LOCALLY_SOLVED
3.5	1.0	0.15	0.5	0.3	0.9496558049513465	8.770305304588522	-2.4802240426623215e-9	35.80379466888323	LOCALLY_SOLVED
4.0	1.0	0.15	0.5	0.3	0.9494170331060264	8.80780028405421	-2.4802695025902578e-9	35.45609979287149	LOCALLY_SOLVED
4.5	1.0	0.15	0.5	0.3	0.9491759851144773	8.845295191564775	-2.4803160072486312e-9	35.11009264439767	LOCALLY_SOLVED
5.0	1.0	0.15	0.5	0.3	0.9489326282650056	8.88279002573835	-2.480363575492395e-9	34.7657732267307	LOCALLY_SOLVED
3.0	1.5	0.15	0.5	0.3	0.9496558049513466	8.695305304588523	-2.4802240426623215e-9	35.803794668883235	LOCALLY_SOLVED
3.5	1.5	0.15	0.5	0.3	0.9494170331060264	8.73280028405421	-2.4802695025894107e-9	35.45609979287149	LOCALLY_SOLVED
4.0	1.5	0.15	0.5	0.3	0.9491759851144772	8.770295191564776	-2.4803160072486312e-9	35.110092644397675	LOCALLY_SOLVED
4.5	1.5	0.15	0.5	0.3	0.9489326282650055	8.80779002573835	-2.480363575492395e-9	34.76577322673071	LOCALLY_SOLVED
5.0	1.5	0.15	0.5	0.3	0.948686929215859	8.845284785159729	-2.4804122261333044e-9	34.423141543202476	LOCALLY_SOLVED
3.0	2.0	0.15	0.5	0.3	0.9494170331060264	8.65780028405421	-2.4802695025894107e-9	35.45609979287149	LOCALLY_SOLVED
3.5	2.0	0.15	0.5	0.3	0.9491759851144773	8.695295191564776	-2.4803160072486312e-9	35.11009264439767	LOCALLY_SOLVED
4.0	2.0	0.15	0.5	0.3	0.9489326282650055	8.732790025738352	-2.480363575492395e-9	34.7657732267307	LOCALLY_SOLVED
4.5	2.0	0.15	0.5	0.3	0.948686929215859	8.77028478515973	-2.4804122261333044e-9	34.423141543202476	LOCALLY_SOLVED
5.0	2.0	0.15	0.5	0.3	0.9484388539799767	8.807779468379396	-2.4804619778958693e-9	34.08219759720934	LOCALLY_SOLVED
3.0	1.0	0.05	1.0	0.3	0.8338788458747549	8.87758411711502	-2.482289320923339e-9	35.24078923851727	LOCALLY_SOLVED
3.5	1.0	0.05	1.0	0.3	0.8336317464999449	8.890067000880695	-2.4822893209237874e-9	35.12496935503677	LOCALLY_SOLVED
4.0	1.0	0.05	1.0	0.3	0.8333839094067822	8.902549807990717	-2.4822893209242085e-9	35.00933722887414	LOCALLY_SOLVED
4.5	1.0	0.05	1.0	0.3	0.8331353312775072	8.915032537985862	-2.4822893209246374e-9	34.89389286118263	LOCALLY_SOLVED
5.0	1.0	0.05	1.0	0.3	0.8328860087743677	8.927515190403467	-2.4822893209250745e-9	34.77863625312244	LOCALLY_SOLVED
3.0	1.5	0.05	1.0	0.3	0.8336317464999448	8.865067000880696	-2.482289320923776e-9	35.124969355036775	LOCALLY_SOLVED
3.5	1.5	0.05	1.0	0.3	0.8333839094067821	8.877549807990716	-2.4822893209242085e-9	35.00933722887414	LOCALLY_SOLVED
4.0	1.5	0.05	1.0	0.3	0.8331353312775072	8.890032537985862	-2.482289320924627e-9	34.893892861182636	LOCALLY_SOLVED
4.5	1.5	0.05	1.0	0.3	0.8328860087743678	8.902515190403467	-2.4822893209250745e-9	34.77863625312245	LOCALLY_SOLVED
5.0	1.5	0.05	1.0	0.3	0.8326359385394667	8.914997764777384	-2.482289320925498e-9	34.66356740586074	LOCALLY_SOLVED
3.0	2.0	0.05	1.0	0.3	0.833383909406782	8.852549807990716	-2.4822893209242085e-9	35.00933722887414	LOCALLY_SOLVED
3.5	2.0	0.05	1.0	0.3	0.8331353312775073	8.865032537985861	-2.482289320924649e-9	34.89389286118263	LOCALLY_SOLVED
4.0	2.0	0.05	1.0	0.3	0.8328860087743679	8.877515190403468	-2.4822893209250634e-9	34.77863625312245	LOCALLY_SOLVED
4.5	2.0	0.05	1.0	0.3	0.8326359385394667	8.889997764777382	-2.4822893209254976e-9	34.66356740586074	LOCALLY_SOLVED
5.0	2.0	0.05	1.0	0.3	0.8323851171946095	8.902480260637944	-2.4822893209259373e-9	34.548686320571676	LOCALLY_SOLVED
3.0	1.0	0.1	1.0	0.3	0.831881207559836	8.927445014922595	-2.482289320926785e-9	34.319487440643634	LOCALLY_SOLVED
3.5	1.0	0.1	1.0	0.3	0.831374252432649	8.952409449428616	-2.4822893209276247e-9	34.091039622874085	LOCALLY_SOLVED
4.0	1.0	0.1	1.0	0.3	0.8308642240408741	8.977373560268898	-2.4822893209284635e-9	33.863342876914544	LOCALLY_SOLVED
4.5	1.0	0.1	1.0	0.3	0.8303510942724173	9.002337343496965	-2.4822893209292952e-9	33.636397212534035	LOCALLY_SOLVED
5.0	1.0	0.1	1.0	0.3	0.829834834670025	9.02730079510588	-2.482289320930114e-9	33.41020263962088	LOCALLY_SOLVED
3.0	1.5	0.1	1.0	0.3	0.8313742524326488	8.902409449428616	-2.4822893209276247e-9	34.09103962287408	LOCALLY_SOLVED
3.5	1.5	0.1	1.0	0.3	0.8308642240408741	8.927373560268897	-2.482289320928441e-9	33.863342876914544	LOCALLY_SOLVED
4.0	1.5	0.1	1.0	0.3	0.8303510942724173	8.952337343496966	-2.482289320929284e-9	33.63639721253403	LOCALLY_SOLVED
4.5	1.5	0.1	1.0	0.3	0.829834834670025	8.97730079510588	-2.482289320930114e-9	33.41020263962088	LOCALLY_SOLVED
5.0	1.5	0.1	1.0	0.3	0.8293154164259492	9.002263911027116	-2.482289320930941e-9	33.18475916818453	LOCALLY_SOLVED
3.0	2.0	0.1	1.0	0.3	0.8308642240408741	8.877373560268898	-2.482289320928441e-9	33.863342876914544	LOCALLY_SOLVED
3.5	2.0	0.1	1.0	0.3	0.8303510942724173	8.902337343496965	-2.482289320929284e-9	33.636397212534035	LOCALLY_SOLVED
4.0	2.0	0.1	1.0	0.3	0.829834834670025	8.927300795105879	-2.4822893209301253e-9	33.410202639620884	LOCALLY_SOLVED
4.5	2.0	0.1	1.0	0.3	0.8293154164259492	8.952263911027115	-2.48228932093094e-9	33.184759168184534	LOCALLY_SOLVED
5.0	2.0	0.1	1.0	0.3	0.8287928103765093	8.977226687129422	-2.482289320931747e-9	32.96006680835741	LOCALLY_SOLVED
3.0	1.0	0.15	1.0	0.3	0.829834834670025	8.97730079510588	-2.482289320930114e-9	33.41020263962088	LOCALLY_SOLVED
3.5	1.0	0.15	1.0	0.3	0.8290545137136841	9.014745341816319	-2.4822893209313508e-9	33.072319098681675	LOCALLY_SOLVED
4.0	1.0	0.15	1.0	0.3	0.8282669869965553	9.052189119217658	-2.4822893209325493e-9	32.73612557039687	LOCALLY_SOLVED
4.5	1.0	0.15	1.0	0.3	0.8274721539407902	9.089632112986285	-2.4822893209337455e-9	32.40162208970641	LOCALLY_SOLVED
5.0	1.0	0.15	1.0	0.3	0.8266699120808105	9.127074308462902	-2.4822893209349027e-9	32.0688086922023	LOCALLY_SOLVED
3.0	1.5	0.15	1.0	0.3	0.8290545137136841	8.93974534181632	-2.482289320931352e-9	33.07231909868169	LOCALLY_SOLVED
3.5	1.5	0.15	1.0	0.3	0.8282669869965553	8.977189119217657	-2.4822893209325498e-9	32.73612557039687	LOCALLY_SOLVED
4.0	1.5	0.15	1.0	0.3	0.8274721539407902	9.014632112986286	-2.482289320933745e-9	32.401622089706414	LOCALLY_SOLVED
4.5	1.5	0.15	1.0	0.3	0.8266699120808105	9.0520743084629	-2.4822893209349205e-9	32.0688086922023	LOCALLY_SOLVED
5.0	1.5	0.15	1.0	0.3	0.8258601570186097	9.089515690643005	-2.4822893209360876e-9	31.737685414144007	LOCALLY_SOLVED
3.0	2.0	0.15	1.0	0.3	0.8282669869965553	8.902189119217658	-2.482289320932549e-9	32.73612557039687	LOCALLY_SOLVED
3.5	2.0	0.15	1.0	0.3	0.8274721539407902	8.939632112986285	-2.4822893209337545e-9	32.40162208970641	LOCALLY_SOLVED
4.0	2.0	0.15	1.0	0.3	0.8266699120808105	8.977074308462901	-2.4822893209349114e-9	32.0688086922023	LOCALLY_SOLVED
4.5	2.0	0.15	1.0	0.3	0.8258601570186097	9.014515690643004	-2.4822893209360777e-9	31.737685414144	LOCALLY_SOLVED
5.0	2.0	0.15	1.0	0.3	0.8250427823777701	9.051956244167059	-2.4822893209372308e-9	31.40825229247407	LOCALLY_SOLVED
3.0	1.0	0.05	1.5	0.3	0.723099061056483	9.117359556252543	-2.48228932158714e-9	32.56615413314957	LOCALLY_SOLVED
3.5	1.0	0.05	1.5	0.3	0.7226976549380899	9.129813210296492	-2.4822893215864195e-9	32.454237837147886	LOCALLY_SOLVED
4.0	1.0	0.05	1.5	0.3	0.7222950768281118	9.142266661592938	-2.4822893215858512e-9	32.3425097378547	LOCALLY_SOLVED
4.5	1.0	0.05	1.5	0.3	0.7218913215480348	9.154719908952023	-2.48228932158665e-9	32.230969838320085	LOCALLY_SOLVED
5.0	1.0	0.05	1.5	0.3	0.7214863838885118	9.167172951175106	-2.482289321584263e-9	32.11961814161211	LOCALLY_SOLVED
3.0	1.5	0.05	1.5	0.3	0.7226976549380899	9.104813210296493	-2.4822893215867988e-9	32.45423783714789	LOCALLY_SOLVED
3.5	1.5	0.05	1.5	0.3	0.7222950768281118	9.117266661592938	-2.4822893215858504e-9	32.342509737854705	LOCALLY_SOLVED
4.0	1.5	0.05	1.5	0.3	0.7218913215480348	9.129719908952021	-2.4822893215867884e-9	32.23096983832009	LOCALLY_SOLVED
4.5	1.5	0.05	1.5	0.3	0.7214863838885117	9.142172951175105	-2.482289321584781e-9	32.119618141612115	LOCALLY_SOLVED
5.0	1.5	0.05	1.5	0.3	0.7210802586091295	9.154625787054679	-2.4822893215838718e-9	32.00845465081684	LOCALLY_SOLVED
3.0	2.0	0.05	1.5	0.3	0.7222950768281118	9.092266661592937	-2.4822893215858504e-9	32.342509737854705	LOCALLY_SOLVED
3.5	2.0	0.05	1.5	0.3	0.7218913215480346	9.104719908952022	-2.482289321585521e-9	32.23096983832008	LOCALLY_SOLVED
4.0	2.0	0.05	1.5	0.3	0.7214863838885118	9.117172951175107	-2.4822893215845286e-9	32.119618141612115	LOCALLY_SOLVED
4.5	2.0	0.05	1.5	0.3	0.7210802586091295	9.129625787054676	-2.4822893215838718e-9	32.00845465081683	LOCALLY_SOLVED
5.0	2.0	0.05	1.5	0.3	0.7206729404381741	9.14207841537428	-2.4822893215828978e-9	31.89747936903854	LOCALLY_SOLVED
3.0	1.0	0.1	1.5	0.3	0.719854704176766	9.166983044422524	-2.482289321581179e-9	31.67609344504169	LOCALLY_SOLVED
3.5	1.0	0.1	1.5	0.3	0.7190316322955255	9.191886828406142	-2.4822893215815002e-9	31.455460394824375	LOCALLY_SOLVED
4.0	1.0	0.1	1.5	0.3	0.7182036814695147	9.216789757263056	-2.4822893215781977e-9	31.235580243889114	LOCALLY_SOLVED
4.5	1.0	0.1	1.5	0.3	0.7173708078497314	9.241691820780103	-2.4822893215771753e-9	31.016453018042522	LOCALLY_SOLVED
5.0	1.0	0.1	1.5	0.3	0.7165329670550704	9.266593008590291	-2.4822893215753113e-9	30.798078743399916	LOCALLY_SOLVED
3.0	1.5	0.1	1.5	0.3	0.7190316322955255	9.141886828406143	-2.4822893215797396e-9	31.455460394824367	LOCALLY_SOLVED
3.5	1.5	0.1	1.5	0.3	0.7182036814695147	9.166789757263055	-2.482289321578576e-9	31.235580243889114	LOCALLY_SOLVED
4.0	1.5	0.1	1.5	0.3	0.7173708078497315	9.191691820780102	-2.48228932157705e-9	31.016453018042515	LOCALLY_SOLVED
4.5	1.5	0.1	1.5	0.3	0.7165329670550704	9.21659300859029	-2.4822893215753005e-9	30.798078743399916	LOCALLY_SOLVED
5.0	1.5	0.1	1.5	0.3	0.7156901141641379	9.241493310170002	-2.4822893215741094e-9	30.580457446389946	LOCALLY_SOLVED
3.0	2.0	0.1	1.5	0.3	0.7182036814695147	9.116789757263057	-2.482289321578576e-9	31.235580243889114	LOCALLY_SOLVED
3.5	2.0	0.1	1.5	0.3	0.7173708078497315	9.141691820780101	-2.48228932157705e-9	31.01645301804252	LOCALLY_SOLVED
4.0	2.0	0.1	1.5	0.3	0.7165329670550704	9.166593008590292	-2.4822893215754366e-9	30.798078743399916	LOCALLY_SOLVED
4.5	2.0	0.1	1.5	0.3	0.7156901141641379	9.191493310170001	-2.482289321574726e-9	30.58045744638995	LOCALLY_SOLVED
5.0	2.0	0.1	1.5	0.3	0.71484220370691	9.216392714836099	-2.482289321572702e-9	30.363589153759403	LOCALLY_SOLVED
3.0	1.0	0.15	1.5	0.3	0.7165329670550704	9.21659300859029	-2.4822893215753005e-9	30.798078743399916	LOCALLY_SOLVED
3.5	1.0	0.15	1.5	0.3	0.7152667939948493	9.253943125291256	-2.4822893215729828e-9	30.471929172843005	LOCALLY_SOLVED
4.0	1.0	0.15	1.5	0.3	0.7139891896562354	9.29129121174302	-2.4822893215709926e-9	30.147473892577906	LOCALLY_SOLVED
4.5	1.0	0.15	1.5	0.3	0.7126999972635868	9.32863723092243	-2.4822893215685243e-9	29.824712994795703	LOCALLY_SOLVED
5.0	1.0	0.15	1.5	0.3	0.7113990571321359	9.365981144953286	-2.482289321567755e-9	29.503646573372578	LOCALLY_SOLVED
3.0	1.5	0.15	1.5	0.3	0.7152667939948493	9.178943125291255	-2.4822893215734873e-9	30.47192917284301	LOCALLY_SOLVED
3.5	1.5	0.15	1.5	0.3	0.7139891896562354	9.216291211743021	-2.4822893215709913e-9	30.147473892577906	LOCALLY_SOLVED
4.0	1.5	0.15	1.5	0.3	0.7126999972635869	9.253637230922429	-2.4822893215690276e-9	29.824712994795707	LOCALLY_SOLVED
4.5	1.5	0.15	1.5	0.3	0.7113990571321358	9.290981144953287	-2.4822893215664886e-9	29.503646573372578	LOCALLY_SOLVED
5.0	1.5	0.15	1.5	0.3	0.710086206599388	9.328322915082515	-2.4822893215642494e-9	29.184274723908878	LOCALLY_SOLVED
3.0	2.0	0.15	1.5	0.3	0.7139891896562353	9.141291211743022	-2.4822893215708656e-9	30.14747389257791	LOCALLY_SOLVED
3.5	2.0	0.15	1.5	0.3	0.7126999972635869	9.17863723092243	-2.482289321569027e-9	29.824712994795703	LOCALLY_SOLVED
4.0	2.0	0.15	1.5	0.3	0.7113990571321358	9.215981144953288	-2.482289321567754e-9	29.50364657337258	LOCALLY_SOLVED
4.5	2.0	0.15	1.5	0.3	0.710086206599388	9.253322915082514	-2.482289321564386e-9	29.18427472390887	LOCALLY_SOLVED
5.0	2.0	0.15	1.5	0.3	0.7087612799545506	9.290662501655477	-2.4822893215617617e-9	28.866597543768957	LOCALLY_SOLVED
3.0	1.0	0.05	2.0	0.3	0.6181040714196763	9.352949062444535	-2.4822893213540115e-9	30.016724283675764	LOCALLY_SOLVED
3.5	1.0	0.05	2.0	0.3	0.6175634211778518	9.365362971495584	-2.4822893213536997e-9	29.908774442961526	LOCALLY_SOLVED
4.0	1.0	0.05	2.0	0.3	0.6170212220518607	9.377776511591946	-2.4822893213533853e-9	29.80101339637605	LOCALLY_SOLVED
4.5	1.0	0.05	2.0	0.3	0.6164774672847392	9.390189680604099	-2.4822893213530214e-9	29.69344114946958	LOCALLY_SOLVED
5.0	1.0	0.05	2.0	0.3	0.6159321500795065	9.402602476386967	-2.482289321352441e-9	29.586057707824445	LOCALLY_SOLVED
3.0	1.5	0.05	2.0	0.3	0.6175634211778519	9.340362971495585	-2.4822893213536993e-9	29.908774442961533	LOCALLY_SOLVED
3.5	1.5	0.05	2.0	0.3	0.6170212220518606	9.352776511591948	-2.4822893213532695e-9	29.80101339637605	LOCALLY_SOLVED
4.0	1.5	0.05	2.0	0.3	0.6164774672847391	9.365189680604098	-2.4822893213529072e-9	29.693441149469585	LOCALLY_SOLVED
4.5	1.5	0.05	2.0	0.3	0.6159321500795065	9.377602476386969	-2.482289321352441e-9	29.58605770782445	LOCALLY_SOLVED
5.0	1.5	0.05	2.0	0.3	0.6153852635988645	9.390014896779808	-2.482289321352201e-9	29.478863077055298	LOCALLY_SOLVED
3.0	2.0	0.05	2.0	0.3	0.6170212220518606	9.327776511591946	-2.4822893213532695e-9	29.801013396376046	LOCALLY_SOLVED
3.5	2.0	0.05	2.0	0.3	0.616477467284739	9.340189680604098	-2.4822893213530214e-9	29.693441149469578	LOCALLY_SOLVED
4.0	2.0	0.05	2.0	0.3	0.6159321500795066	9.352602476386968	-2.482289321352702e-9	29.58605770782445	LOCALLY_SOLVED
4.5	2.0	0.05	2.0	0.3	0.6153852635988644	9.365014896779808	-2.482289321352201e-9	29.4788630770553	LOCALLY_SOLVED
5.0	2.0	0.05	2.0	0.3	0.6148368009648899	9.37742693960605	-2.4822893213519336e-9	29.371857262809264	LOCALLY_SOLVED
3.0	1.0	0.1	2.0	0.3	0.6137351195202844	9.402249883772498	-2.4822893213510345e-9	29.15841210663929	LOCALLY_SOLVED
3.5	1.0	0.1	2.0	0.3	0.61262704989806	9.427071291151943	-2.4822893213501267e-9	28.945722285151472	LOCALLY_SOLVED
4.0	1.0	0.1	2.0	0.3	0.6115125355805981	9.451891143747705	-2.4822893213497267e-9	28.733787844718698	LOCALLY_SOLVED
4.5	1.0	0.1	2.0	0.3	0.6103915193700152	9.476709423296084	-2.482289321348806e-9	28.522608832257767	LOCALLY_SOLVED
5.0	1.0	0.1	2.0	0.3	0.6092639433776944	9.50152611126151	-2.482289321348183e-9	28.312185295237434	LOCALLY_SOLVED
3.0	1.5	0.1	2.0	0.3	0.6126270498980603	9.377071291151942	-2.4822893213502495e-9	28.945722285151465	LOCALLY_SOLVED
3.5	1.5	0.1	2.0	0.3	0.6115125355805981	9.401891143747704	-2.482289321349601e-9	28.733787844718698	LOCALLY_SOLVED
4.0	1.5	0.1	2.0	0.3	0.6103915193700152	9.426709423296083	-2.4822893213489426e-9	28.52260883225776	LOCALLY_SOLVED
4.5	1.5	0.1	2.0	0.3	0.6092639433776944	9.45152611126151	-2.4822893213480562e-9	28.312185295237434	LOCALLY_SOLVED
5.0	1.5	0.1	2.0	0.3	0.6081297490136183	9.47634118883164	-2.4822893213473585e-9	28.102517281686694	LOCALLY_SOLVED
3.0	2.0	0.1	2.0	0.3	0.6115125355805981	9.351891143747705	-2.482289321349601e-9	28.733787844718698	LOCALLY_SOLVED
3.5	2.0	0.1	2.0	0.3	0.6103915193700152	9.376709423296083	-2.482289321348931e-9	28.522608832257767	LOCALLY_SOLVED
4.0	2.0	0.1	2.0	0.3	0.6092639433776944	9.401526111261509	-2.4822893213480583e-9	28.312185295237434	LOCALLY_SOLVED
4.5	2.0	0.1	2.0	0.3	0.6081297490136184	9.426341188831639	-2.4822893213473585e-9	28.1025172816867	LOCALLY_SOLVED
5.0	2.0	0.1	2.0	0.3	0.6069888769754985	9.451154636912296	-2.482289321346692e-9	27.89360484020312	LOCALLY_SOLVED
3.0	1.0	0.15	2.0	0.3	0.6092639433776944	9.45152611126151	-2.4822893213480562e-9	28.312185295237434	LOCALLY_SOLVED
3.5	1.0	0.15	2.0	0.3	0.6075601514383312	9.488748117762686	-2.4822893213469184e-9	27.997966611376732	LOCALLY_SOLVED
4.0	1.0	0.15	2.0	0.3	0.6058412672377003	9.525966436122337	-2.482289321345862e-9	27.68544801996137	LOCALLY_SOLVED
4.5	1.0	0.15	2.0	0.3	0.6041070863273085	9.56318100018828	-2.4822893213447516e-9	27.37462968844055	LOCALLY_SOLVED
5.0	1.0	0.15	2.0	0.3	0.602357400481088	9.600391742301634	-2.4822893213435187e-9	27.065511787274126	LOCALLY_SOLVED
3.0	1.5	0.15	2.0	0.3	0.6075601514383311	9.413748117762687	-2.482289321346917e-9	27.99796661137674	LOCALLY_SOLVED
3.5	1.5	0.15	2.0	0.3	0.6058412672377002	9.450966436122338	-2.482289321345863e-9	27.68544801996137	LOCALLY_SOLVED
4.0	1.5	0.15	2.0	0.3	0.6041070863273085	9.488181000188279	-2.4822893213447512e-9	27.374629688440553	LOCALLY_SOLVED
4.5	1.5	0.15	2.0	0.3	0.6023574004810879	9.525391742301633	-2.4822893213435187e-9	27.065511787274126	LOCALLY_SOLVED
5.0	1.5	0.15	2.0	0.3	0.6005919976059048	9.562598593254908	-2.4822893213424165e-9	26.75809449000122	LOCALLY_SOLVED
3.0	2.0	0.15	2.0	0.3	0.6058412672377003	9.375966436122336	-2.482289321345863e-9	27.68544801996137	LOCALLY_SOLVED
3.5	2.0	0.15	2.0	0.3	0.6041070863273086	9.41318100018828	-2.4822893213446263e-9	27.37462968844055	LOCALLY_SOLVED
4.0	2.0	0.15	2.0	0.3	0.602357400481088	9.450391742301633	-2.4822893213433822e-9	27.065511787274126	LOCALLY_SOLVED
4.5	2.0	0.15	2.0	0.3	0.6005919976059048	9.487598593254907	-2.4822893213425427e-9	26.758094490001213	LOCALLY_SOLVED
